Record_ID,Date,Month,Quarter,Year,Region,Trust,Hospital,AE_Type,Attendances,Emergency_Admissions,Seen_Within_4Hours,Over_4Hours,Average_Waiting_Time,Longest_Wait_Hours,Left_Before_Treatment,Ambulance_Arrivals,Self_Referrals,GP_Referrals,Other_Referrals
2543,23/05/2024,May,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,635,64,561,74,217,13.6,14,107,108,56,471
2544,23/05/2024,May,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,357,169,317,40,203,14.5,17,198,102,34,221
2545,23/05/2024,May,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,571,195,402,169,205,14.3,2,139,80,45,446
2546,24/05/2024,May,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,330,110,263,67,200,10.4,12,139,268,52,10
2547,24/05/2024,May,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,374,193,304,70,258,10.1,18,142,243,40,91
2548,24/05/2024,May,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,488,152,451,37,173,15.7,6,180,183,42,263
2549,24/05/2024,May,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,540,194,508,32,193,9.9,10,211,135,22,383
2550,24/05/2024,May,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,385,175,256,129,157,6.8,12,78,70,55,260
2551,25/05/2024,May,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,388,55,277,111,102,14.7,16,171,113,22,253
2552,25/05/2024,May,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,688,152,490,198,125,14.2,21,189,98,45,545
2553,25/05/2024,May,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,344,98,248,96,126,5.3,6,183,160,30,154
2554,25/05/2024,May,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,353,157,309,44,99,9.9,2,51,281,49,23
2555,25/05/2024,May,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,278,103,169,109,262,15.3,18,57,207,53,18
2556,26/05/2024,May,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,695,170,438,257,201,7.8,8,190,242,36,417
2557,26/05/2024,May,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,271,144,213,58,257,13.8,15,155,189,42,40
2558,26/05/2024,May,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,308,177,226,82,117,9.1,3,110,78,65,165
2559,26/05/2024,May,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,684,194,480,204,297,11,15,115,215,55,414
2560,26/05/2024,May,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,475,94,455,20,117,7.6,8,87,159,30,286
2561,27/05/2024,May,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,488,62,398,90,214,12.3,5,64,180,44,264
2562,27/05/2024,May,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,596,182,447,149,280,13.1,7,213,281,73,242
2563,27/05/2024,May,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,648,93,449,199,242,15,13,56,279,67,302
2564,27/05/2024,May,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,411,160,309,102,166,13.5,13,131,117,40,254
2565,27/05/2024,May,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,419,146,406,13,255,8.5,0,54,298,47,74
2566,28/05/2024,May,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,405,136,270,135,183,12.1,21,64,85,77,243
2567,28/05/2024,May,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,372,153,280,92,259,7.8,5,44,230,69,73
2568,28/05/2024,May,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,379,199,234,145,164,12.1,9,122,89,31,259
2569,28/05/2024,May,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,672,131,476,196,302,7,8,213,182,39,451
2570,28/05/2024,May,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,486,60,312,174,192,8.8,8,80,156,29,301
2571,29/05/2024,May,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,316,78,189,127,123,12,25,180,292,55,31
2572,29/05/2024,May,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,512,110,430,82,231,15.8,13,148,178,26,308
2573,29/05/2024,May,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,678,127,449,229,312,15.3,23,64,164,15,499
2574,29/05/2024,May,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,259,97,168,91,279,8.4,18,145,267,29,37
2575,29/05/2024,May,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,569,93,495,74,132,6.6,12,92,146,49,374
2576,30/05/2024,May,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,481,133,341,140,288,13.2,3,119,187,56,238
2577,30/05/2024,May,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,340,115,291,49,218,9.4,24,73,114,45,181
2578,30/05/2024,May,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,466,95,360,106,306,7.2,15,104,97,62,307
2579,30/05/2024,May,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,647,176,471,176,142,4.5,0,53,157,19,471
2580,30/05/2024,May,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,397,151,353,44,263,7.4,19,115,296,71,30
2581,31/05/2024,May,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,489,80,379,110,248,9.4,25,68,230,28,231
2582,31/05/2024,May,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,586,182,451,135,101,4.7,5,93,163,37,386
2583,31/05/2024,May,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,309,127,273,36,247,14.7,20,151,189,54,66
2584,31/05/2024,May,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,660,120,576,84,271,10.2,2,132,202,37,421
2585,31/05/2024,May,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,555,53,500,55,218,4.2,20,49,261,17,277
2586,01/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,289,62,268,21,168,9.7,8,167,279,80,70
2587,01/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,269,76,232,37,309,10,2,143,118,38,113
2588,01/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,334,130,203,131,320,7.9,9,103,234,64,36
2589,01/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,281,197,206,75,95,8.6,20,215,187,51,43
2590,01/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,572,141,559,13,205,10.3,0,92,76,25,471
2591,02/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,280,126,252,28,184,9.7,1,81,231,24,25
2592,02/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,599,140,464,135,275,4.6,18,87,226,33,340
2593,02/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,433,114,414,19,290,7.8,25,147,149,50,234
2594,02/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,289,56,274,15,174,8.6,14,52,101,75,113
2595,02/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,443,195,382,61,259,13.3,12,106,169,21,253
2596,03/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,419,198,406,13,304,14.5,11,184,188,67,164
2597,03/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,609,82,422,187,132,10.5,22,40,83,68,458
2598,03/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,291,144,282,9,122,4.9,17,81,108,50,133
2599,03/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,473,168,354,119,299,11.3,7,119,64,75,334
2600,03/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,644,119,492,152,282,9.8,25,66,95,44,505
2601,04/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,415,164,285,130,288,8,5,134,287,25,103
2602,04/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,274,112,239,35,265,6.6,1,140,185,66,23
2603,04/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,346,105,329,17,269,4.7,3,58,215,24,107
2604,04/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,624,163,567,57,111,10.5,24,89,298,46,280
2605,04/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,277,106,176,101,100,4.2,9,53,271,38,32
2606,05/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,358,125,254,104,143,5,14,118,97,31,230
2607,05/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,566,194,351,215,169,13.9,17,77,54,60,452
2608,05/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,257,110,155,102,210,8.1,14,92,153,22,82
2609,05/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,339,148,228,111,299,12.4,19,106,92,46,201
2610,05/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,419,198,376,43,207,7,8,120,233,52,134
2611,06/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,399,146,396,3,123,9.5,12,212,228,23,148
2612,06/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,590,126,495,95,295,15.4,2,158,163,69,358
2613,06/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,615,54,443,172,144,5.3,16,199,133,54,428
2614,06/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,443,95,313,130,162,4.4,24,173,162,19,262
2615,06/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,671,152,475,196,104,8.4,18,62,68,31,572
2616,07/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,693,143,445,248,318,8.2,13,66,298,23,372
2617,07/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,626,78,525,101,97,7.7,8,47,112,46,468
2618,07/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,516,157,491,25,274,6.6,6,195,205,54,257
2619,07/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,669,100,402,267,199,4.9,21,108,93,55,521
2620,07/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,269,98,190,79,279,6.2,22,131,276,11,18
2621,08/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,566,196,431,135,218,10,22,50,231,69,266
2622,08/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,352,95,317,35,103,8.6,2,152,179,56,117
2623,08/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,394,190,389,5,239,12.9,24,151,69,27,298
2624,08/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,269,108,212,57,274,14.1,6,124,156,43,70
2625,08/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,423,194,318,105,140,11,6,202,76,56,291
2626,09/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,518,148,342,176,150,4,10,119,178,52,288
2627,09/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,455,55,446,9,114,12.7,5,122,282,27,146
2628,09/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,448,85,437,11,196,13.7,9,180,229,43,176
2629,09/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,564,94,494,70,135,14.4,14,126,77,51,436
2630,09/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,492,121,311,181,225,10.7,13,190,70,78,344
2631,10/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,596,55,512,84,228,14.7,24,121,136,62,398
2632,10/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,671,198,521,150,119,15.6,11,83,204,28,439
2633,10/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,377,109,366,11,307,4.2,13,199,66,44,267
2634,10/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,264,81,223,41,168,7.1,2,137,153,28,83
2635,10/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,424,99,390,34,314,9.7,14,181,230,43,151
2636,11/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,529,144,382,147,212,7.6,1,76,206,76,247
2637,11/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,603,91,558,45,253,12.7,21,162,116,50,437
2638,11/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,403,144,365,38,223,4.5,7,150,118,42,243
2639,11/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,573,158,571,2,95,11.8,4,151,159,17,397
2640,11/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,253,87,226,27,306,4.8,23,49,97,19,137
2641,12/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,593,131,587,6,315,8.4,16,149,256,26,311
2642,12/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,363,139,260,103,193,7,20,162,166,77,120
2643,12/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,252,174,174,78,106,6,17,73,119,13,120
2644,12/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,594,109,388,206,164,4.5,14,169,101,65,428
2645,12/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,490,110,374,116,100,6.6,19,157,100,14,376
2646,13/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,592,86,559,33,207,8.4,8,56,121,40,431
2647,13/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,482,179,477,5,204,4.3,11,195,252,27,203
2648,13/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,455,112,438,17,183,13.7,7,143,153,15,287
2649,13/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,597,146,590,7,238,4.3,20,162,153,78,366
2650,13/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,330,159,242,88,253,6.9,24,68,275,32,23
2651,14/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,475,53,362,113,124,10,24,112,100,49,326
2652,14/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,488,123,350,138,313,15.1,25,215,162,16,310
2653,14/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,547,55,506,41,224,7.1,23,155,98,29,420
2654,14/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,664,107,468,196,105,15.8,15,65,100,29,535
2655,14/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,264,158,243,21,252,4.1,15,99,128,30,106
2656,15/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,257,67,158,99,316,7.8,25,78,225,70,38
2657,15/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,657,183,552,105,217,10.7,19,176,82,78,497
2658,15/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,607,134,579,28,115,6,18,181,157,11,439
2659,15/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,507,158,343,164,232,8.4,1,190,295,52,160
2660,15/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,404,165,319,85,250,14.7,14,192,223,48,133
2661,16/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,563,192,418,145,198,14.3,18,51,172,11,380
2662,16/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,531,117,433,98,276,6.6,23,146,91,48,392
2663,16/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,371,119,278,93,151,9.3,23,154,50,71,250
2664,16/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,675,175,510,165,165,12.9,1,65,248,27,400
2665,16/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,581,69,401,180,287,4,22,119,152,75,354
2666,17/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,671,55,662,9,207,6.4,25,165,232,28,411
2667,17/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,592,140,543,49,93,10.5,24,171,100,30,462
2668,17/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,574,171,442,132,320,9.7,23,168,141,53,380
2669,17/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,513,64,369,144,209,4.7,7,83,69,74,370
2670,17/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,617,78,423,194,116,14.8,22,50,289,65,263
2671,18/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,655,188,617,38,100,11.5,17,204,89,58,508
2672,18/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,675,82,577,98,90,10.1,25,98,54,17,604
2673,18/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,473,69,340,133,115,12.6,25,175,99,14,360
2674,18/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,559,174,461,98,213,8,19,64,104,41,414
2675,18/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,436,76,364,72,271,15,18,85,193,28,215
2676,19/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,384,68,304,80,256,14.3,8,55,57,60,267
2677,19/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,510,128,338,172,114,6.2,18,43,165,74,271
2678,19/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,529,160,439,90,138,11.7,17,95,293,72,164
2679,19/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,482,50,465,17,252,12.8,3,137,133,77,272
2680,19/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,599,172,589,10,154,10,15,153,181,53,365
2681,20/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,686,73,512,174,182,11.5,16,105,52,54,580
2682,20/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,526,110,365,161,286,6.4,24,149,211,58,257
2683,20/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,621,61,566,55,175,11.6,7,65,232,45,344
2684,20/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,389,100,352,37,94,6,21,220,172,29,188
2685,20/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,303,127,252,51,271,10.2,21,51,237,12,54
2686,21/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,429,130,331,98,313,6.5,3,45,169,60,200
2687,21/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,550,188,479,71,293,7.9,3,159,291,30,229
2688,21/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,312,138,249,63,205,10.9,5,92,65,47,200
2689,21/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,444,173,320,124,252,6.9,22,166,89,46,309
2690,21/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,263,56,208,55,207,15.8,19,114,132,56,75
2691,22/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,343,52,283,60,188,7,6,73,201,31,111
2692,22/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,579,193,544,35,183,10.2,25,59,212,40,327
2693,22/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,434,170,269,165,172,10.9,22,124,182,49,203
2694,22/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,700,80,598,102,194,7.5,25,158,279,29,392
2695,22/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,522,151,438,84,293,8.3,21,167,176,18,328
2696,23/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,473,140,338,135,125,9.8,5,208,91,13,369
2697,23/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,507,173,442,65,101,5.6,24,94,69,11,427
2698,23/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,559,177,391,168,134,8.1,6,154,289,46,224
2699,23/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,430,58,420,10,114,9.1,19,112,104,27,299
2700,23/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,598,79,386,212,178,7.6,10,124,300,55,243
2701,24/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,474,85,390,84,200,10,21,97,86,60,328
2702,24/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,417,157,275,142,248,14,10,97,192,27,198
2703,24/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,635,59,455,180,151,5.9,24,52,188,46,401
2704,24/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,527,61,333,194,96,6.9,24,59,186,50,291
